DATE,CONTENT
20240207,싸이월드가서 재경기투표하고와라
20240207,걍 앰창민<-이새끼 데꼬다니면 대회우승은 글렀다보면됨
20240207,수고했으면 개추.jpg
20240207,요르단은 감독이 조별예선때 한국만나서 다 파악했음
20240207,김태환 말고는 그 자리에 아무도 없음?
20240207,근데 손흥민 월클 공격수 맞음? 대회에 나와서 필드 골 넣는걸 못봄
20240207,이게 ㄹㅇ 우승멤버임?
20240207,k리그 온거 후회하는 린가동자면 개추 ㅋㅋ.jpg
20240207,조선은 그냥 축구를 못하는 민족인데 대체 왜 이나라 좌빨국뽕들은
20240207,김민재는 걍 조강지처형 수비수임
20240207,요르단 수비적으로 할꺼 뻔한데 왜 손톱이였던거임?
20240207,이새끼 진짜 미친듯이 그립다
20240207,축구볼줄모르지단 벤투때보다 축구자체 질이 떨어진거같긴함
20240207,월드컵 티켓 못따면 볼만할듯 ㅋㅋㅋ
20240207,‘이 분’ 오해해서 존나 미안하면 개추 ㅋㅋㅋ
20240207,나무위키 뭐임 ㅋㅋ
20240207,"박용우,황인범 투볼란치 vs 기성용 원볼란치"
20240207,15년 좆소무관에 필드골 0개
20240207,근데 진짜 손흥민 무관으로 끝나겠다...ㄹㅇ..
20240207,그래도 오늘 혼자 분전한 미친새기......  
20240207,“이 나라” 대단하면 개추 눌러라 ㅋㅋㅋ
20240207,조센징은 기본기 왜이리 병신이냐?
20240207,진짜 존나게 화나는게 김태환 박용우는 맨날 저 수준인거
20240207,슈틸리케 <—- 이새끼 결승 어케간거임?
20240207,이새끼 대체자원없냐
20240207,저좆같은 애미창녀들이 우승하는것보다 황피엘 한경기가 꿀잼
20240207,클린스만이 무적인 이유
20240207,박용우 까는 건 양심 뒤진 거지 ㄹㅇ
20240207,무관의 제왕 흥민이도 우승하게 해준 유일한 인물
20240207,요르단전 국대 빌드업 한짤 요약.jpg
20240207,느림보에 오른발못쓰는 이강인 우윙하는거 그만
20240207,잘못 본줄알았네 ㅋㅋㅋ
20240207,앰창단 평생 놀려먹을 짤 ㅋㅋㅋㅋ.jpg
20240207,황인범 벤투때 잘했잖아? 왜 못해짐??
20240207,그런데 진짜 왜 매 대회마다 수비가 처참하냐
20240207,박용우 이새끼 31살이었네 씨발 20대중반 새끼줄알았음
20240207,황인범 거꾸로 뒤집으면 범인황
20240207,조규성이 다이빙한거 100% 손흥민 탓일듯 ㅋㅋ
20240207,창민이가 지가 책임지겟다니까 맘놓고 욕하는건데
20240207,2027년 아시안컵 손흥민 출전가능?
20240207,전반 15분보고 오늘은 진짜 안되겟다 싶어서 야동킴
20240207,황인범 욕하는게 개ㅂㅅ인게
20240207,해외파 4명 빼고 다 병신
20240207,진짜 클맘은 역대급 애미뒤진 팬덤인거같다 걍 ㅋㅋㅋㅋ
20240207,중동은 못이김 걍 걔네들 암내 개지려서
20240207,최소한 민재있었으면 알타리무는 사라졌지
20240207,국뽕새끼들 경기전 반응들임
20240207,■우리흥 VS 버기성....'국대 리더십' 비교.....JPG
20240207,선수같지도 않은 새끼들 관심주면 니네도 병먹금 못하는 죄
20240207,근데 이번 국대는 02가 아니라 10도 버거워보이는데
20240207,나폴리 경기 볼 때 풀백 디 로렌초까지 슈팅 뻥뻥 때렸는데
20240207,민짜이 라커룸에서 수비들 빠따쳐도 무죄 ㅋㅋㅋㅋㅋ
20240207,미드랑  풀백이 전부인게 축구인데
20240207,요르단과 역대전적.jpg
20240207,요르단형들덕분에 200걸어서 1300땃다
20240207,클린스만이 424를 섰던이유
20240207,무관민국 ㅋㅋ
20240207,대민재..또입증하셨군요
20240207,24국대로 4강신화맞네 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
20240207,한국이 전술로 골 넣은게 있냐?
20240207,황인범 필드에 있을때 2득점 8실점 ㅇㅇ
20240207,이새끼는 신인듯
20240207,조규성 찬스 오현규면 넣었냐?
20240207,알타리무 그냥 메시던데?? 슝슝재는 어떻게 쟤 쳐막은거???
20240207,솔직히 패배원인 찾았다.
20240207,속보)실시간 개병신떴다.joat
20240207,조규성은 왜 프리 찬스를 못살리고 머뭇대는거임?
20240207,전술문제가 아님 그냥 병신들이라 답이없는거
20240207,앰창민 같은 기생충 새끼 박아놓을거면 황금세대 같은말은 하지도 마라
20240207,^0^
20240207,"조규성,황인범 다시는 보지말자"
20240207,양석환의 응원가를 바꿔줘✊✊✊✊✊
20240207,감독탓맞지
20240207,결국 유튜버가 옳았으면 개추 ㅋㅋㅋㅋㅋㅋ
20240207,오늘 한국 공격상황 요약.gif
20240207,오늘 조현우 한명빼고 다 뒤지게 쳐맞아야함.
20240207,손흥민 이강인 황희찬 버스 선수로 다시금 판명
20240207,요르단전 팀스텟... 참담...jpg
20240207,"이렇게 되면 ""이란 탈락"" 이 유일한 우리의 구원임 ㅋㅋㅋ"
20240207,말레이랑 3:3으로 비긴게 딱 실력이네 ㅋㅋㅋㅋ
20240207,박용우 오늘만 못했지 그전까진 든든했다
20240207,???: 해축갤 씨발년들아
20240207,우리나라 3선 누구있음?
20240207,생각해봐봐 16강에서나 8강에서도 추가골 줬음 결과는 똑같았을꺼야
20240207,이재성 걍ㅈㄴ못함 기대가안돼저새끼는
20240207,어떻게 16~4강 까지 필드골 0골? ㅋㅎㅋㅎㅋㅎㅋㅎㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
20240207,이새끼들 존경스러우면 개추ㅋㅋㅋ
20240207,이새끼 기운 심상치 않으면 개추 ㅋㅋㅋ
20240207,일본에게 6ㄷ1로 발린 요르단에게 2ㄷ0으로 발린 한국
20240207,양석환의 응원가를 바꿔줘✊✊✊✊✊
20240207,세대 교체 하는거냐 누가 오든 저새기들 보다 잘하겠다
20240207,진짜 새벽에 기분만 잡치네
20240207,???: 민재는 이제 제가 대려갑니다~
20240207,솔직히 필드플레이어 중에 손흥민만 잘한다
20240207,오늘 패배 지식의 보고 오피셜 떴다!!!
20240207,카드누적당한 김민짜이 탓이지 뭔ㅋㅋㅋ
20240207,김민재 유관력 발동해서 진거임
20240207,다른사람도 아니고 장지현 한준희도 김민재 없었음
20240207,요르단 3명 결장이고 우린 1명 결장이라며?
20240207,좆문가가 좆문가인이유
20240207,시발 창민이형 주장이라고 사과 존나게하노 ㅋㅋㅋㅋㅋㅋㅋ
20240207,"그냥 객관적으로 감독 ㅂㅅ, 게이리거 ㅂㅅ잖아"
20240207,김유식 씨발련아 서버좀 고쳐라
20240207,개시발 한국축구 고질병 패싱능력 뻥축구 벤투가
20240207,일본 반응 기다리는 중이면 개추 ㅋㅋㅋㅋㅋㅋㅋㅋ
20240207,진짜 하기 존나싫어보임 ㅇㅇ
20240207,일본이 조별에서 한번져서 대회수질 앰창났노 ㅋㅋㅋㅋㅋ
20240207,실력이 문제네 ㅋㅋ
20240207,❗앰창민 << 대체 왜 빨리는거임???????
20240207,"""김민재"" 는 상대팀 공격수를 막고있던게 아니었음"
20240207,찬밥이는 또 볼 질질끄네
20240207,뒤로 볼돌리노 ㅋㅋㅋㅋ
20240207,???: 소농뮌이 어뒤쒀
20240207,이제 64년에서 68년으로 바꼈노 ㅋㅋㅋㅋㅋ
20240207,한국의 소원은 유효슈팅1
20240207,사우디야 미안해 사우디야 미안해 사우디야 미안해
20240207,쳐발리면서 볼돌하기 ㅋㅋㅋㅋㅋㅋ
20240207,걍 요르단이 벽인데 ㅋㅋㅋ 우리나라가 못하는건가 ㅋㅋ
20240207,오늘은 ㄹㅇ 대 민 재 증명하는경기네 ㅋㅋㅋㅋㅋ
20240207,민재 나두고 사다 갈아엎자 주장 민재
20240207,울산 씹새들 통장추적해라 역배건게 확실하다 ㅋ
20240207,무관견아 방빼 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
20240207,슈팅영개vs슈팅수망
20240207,걍 애미뒤졋네 에혀 ㅇㅇㅇ
20240207,감독까던애들 아닥 ㅅㅅ 교체해도 씹창 증명ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
20240207,두골다 실책으로 골 먹힌게 병신같음
20240207,박용우 황인범 ㄹㅇ 뭐냐
20240207,버러지새끼드
20240207,유효슈팅0 ㅋㅋㅋㅋㄲㅋㅋㄲㅋㄲㅋㅋ레전드다 길이남을 경기력
20240207,감독 역할이 진짜 크긴 하네
20240207,진짜 개못한다
20240207,요르단 우승하겠다
20240207,앰창민 오늘 뭐함? 이 새끼 투명인간임? 씨발 아무것도 안했네 ㅋㅋㅋㅋㅋ
20240207,월드컵 브라질이랑 할때보다 못하노 ㅋㅋㅋ
20240207,좆같은 국대 다시는 보나봐라 개씨발
20240207,아직도 백패스하네ㅋㅋㅋㅋㅋ
20240207,■■■니들은 국대 1명만 은퇴시킬수 있으면 누구할거임??■■■
20240207,백헤딩 엠창수비 월클역습 엠창터치 엠창골결 엠창판단
20240207,창민이 운다 ㅋㅋㅋ
20240207,언제끝나냐? ㅇㅁ뒤진경기 출근해야되는데 지겹노
20240207,요르단의 1 9 1  포메이션 지리네ㅋㅋ
20240207,그냥 불어라 이제 자러가게
20240207,손흥민은 ㄹㅇ 그렇게 골박아도 믿음이 안가냐 ㄹㅇ;
20240207,이렇게 ㅂㅅ같은 중원은 첨봄
20240207,신두형의 세계지리 안들었으니까 쳐발리지 시발
20240207,우리나라 지금 지고잇나요
20240207,요르단 골키퍼 샤워필요없을듯
20240207,반일국뽕견들 일뽕까며 업보쌓더니 이럴줄알았다ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
20240207,손흥민 개인 기량으로 한 골은 넣어야 되는 거 아님?
20240207,파이팅마저 없네 ㅂㅅ새끼들
20240207,이제 김민재 욕하지마라
20240207,투표))썬더일레븐 vs 한국 국대
20240207,아니 뭔 
20240207,좆규성 씹새까지 ㅇㅇㅇ
20240207,조현우만 잘했음
20240207,병신ㅋㅋㅋㅋㅋ
20240207,애미씨발 좆규성ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
20240207,규성아..
20240207,3분안에 두골 넣어봐 조센징들아 ㅠㅠㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
20240207,이젠 하다하다 빽헤딩ㅋㅋㅋㅋㅋㅋㅋㅋㅋ
20240207,하루종일 뺏겼습니다 ㅆㅂ ㅋㅋㅋ
20240207,ㅈ규성ㅋㅋㅋ
20240207,감독새끼 좀 짤라라 저거
20240207,수비 시발 가로채기할 생각을 안하고 페널티 안까지 끌고오네
20240207,좆규성 ㅋㅋㅋㅋㅋㅋ
20240207,몸싸움도 개같이 강간당하노
20240207,아니 조규성 이걸놓쳐?ㅋㅋㅋㅋㅋ
20240207,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
20240207,수비임?
20240207,씨발 수비수냐 ㅋㅋㅋㅋㅋㅋㅋ
20240207,조레이 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
20240207,방금 헤딩 <- 잘못본것같으면 개추
20240207,?
20240207,? 헤딩 뭐한거임? 
20240207,좆규성 병신새끼야 ㅋㅋㅋㅋㅋㅋㅋㅋㅋ
20240207,뭐 저기다 헤딩하노 ㅋㅋㅋㅋ
20240207,개규성 시발련아 ㅋㅋㅋㅋㅋ
20240207,와 규성아
20240207,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
20240207,황인범 트래핑 ㅈㄴ 레전드네 ㅋㅋㅋㅋ
20240207,진짜 발밑 ㅅㅂ련아ㅋㅋ
20240207,헐리웃 ㅋㅋㅋㅋ
20240207,좆규성 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
20240207,이딴것도 경기라고 봤네 ㅋㅋㅋ
20240207,애초에 사우디 호주도 막판 뽀록이었음
20240207,다이빙 ㅋㅋㅋ
20240207,조규성 왜 슛팅을 안함 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
20240207,아 조규성 ㅂㅅ ㅅㅂ ㅋㅋㅋ
20240207,조규성 씨발년아 ㅋㅋㅋㅋㅋ
20240207,아 뭐하냐고
20240207,좆규성 다이빙 ㅋㅋ
20240207,우리국대는 왜 걷냐? ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
20240207,조규성 저 븅신
20240207,저새낀 진짜 뭐하냐 ㅋㅋ
20240207,옵사 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
20240207,다이빙 씨발 ㅋㅋㅋㅋㅋㅋㅋ
20240207,골데 앞에서 백헤딩은 뭐임??
20240207,ㅋㅋㅋㅋㅋㅋㅋ
20240207,골대 착각했노??ㅋㅋㅋ
20240207,걍 순수실력으로 쳐발린게 레전드네
20240207,국뽕 정신승리 마지막 방법은 요르단 우승뿐임
20240207,허수아비축구 = 한국 종이잣피지컬축구= 일본  영혼의라이벌
20240207,요르단메좆 뭐하는새낀가 봤더니 리그앙이었네ㅋㅋㅋㅋ
20240207,해버지 걍 goat가 맞음 ㅇㅇ
20240207,진짜 패스를 X같이 못하는구나 
20240207,실시간 박용우 나무위키 평가 ㅋㅋㅋ
20240207,유관 dna 한명 빠지니 바로 패배 ㅋㅋ
20240207,세금으로 키워낸 자랑스러운 국대축구 
20240207,3:0면 자러가야지 ㅋㅋ
20240207,걍교체ㄱ
20240207,인범좆 빨리 빼라고 시발 병신아
20240207,이딴식으로 하고 우승하는것도 양심없긴함
20240207,근데 축구 왜 2024가 아니라 2023 아시아컵임???
20240207,씹센징들 존나웃기노 ㅋㅋㅋㅋㅋ
20240207,설영우 한일전관련 입털떄부터 알아봤다
20240207,짜이 없으니깐 그냥 뒷선 다 강간당함 ㅋㅋㅋㅋㅋ
20240207,70분 되기전에 침대로 온 내가 승자라규?
20240207,개축 수준 ㅋㅋㅋ
20240207,진걸 떠나서 경기력이 너무 챙피해 씨발
20240207,리얼 북산엔딩이네 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
20240207,수비는 기본이 안되있구만 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
20240207,"그냥 클린스만 톱 세워 시발ㅋㅋㅋㅋㅋㅋㅋㅋㅋ,"
20240207,너무 못해서 할말이 없다 
20240207,국대 무슨 제비뽑기로 하노 ㅋㅋㅋ
20240207,클린스만 교체 좀 해 이 미친년아
20240207,옛날이나 지금이나 골 쉽게 처먹는 고질병은 고치질 못하는 듯
20240207,오늘 이기면
20240207,한일 결승전 <---------- 실제로 했던 말   
20240207,아니 뭐 에스코트 하냐?
20240207,그냥 전력자체가 우승이 불가능한 실력임
20240207,아니 85분전에 한골 안나오면 진거 아니냐
20240207,걍 중원 피지컬 병신이니까 뒤지게 처맞네
20240207,자러간다 ㅋㅋㅋ
20240207,???: 요르단에 내가있었으면 이야기는 달랐다
20240207,교체 진짜 언제하냐고 씨발
20240207,박용우 폭탄이라서 뺐더니 조규성도 폭탄이네
20240207,무관도사 빼면 동점가능 ㅇㅇ
20240207,이런 아시안컵을 박지성 개고기 먹듯이 우승한 일본은 ㄷㄷ
20240207,혹시 상대팀이 브라질임?
20240207,에혀 av한편 보는게 더 재밌겠노 
20240207,걍 실력대 실력으로 좆발리는게 어이없노
20240207,애초에 4강 올라온게 기적이었다.jpg
20240207,k리그 진짜 개좆버러지만 있는 리그였네 저런놈들이 우승 ㅌㅋㅋㅋㅋ
20240207,순수실력 발렸잖아
20240207,규성이는 걍 머리 짜르고 화보나 찍자
20240207,그냥 연습이런거 때려치고 아르헨티나 소고기나 사먹어라
20240207,여기까지 어케 왔노 ㅋㅋㅋ
20240207,교체 안함?
20240207,김민재 하나 없다고 경기력이 이렇게 창나는게 맞냐?
20240207,이정도 수준이면 피파랭킹 80위권은 우린데??
20240207,K리그 왜보는거냐? 
20240207,케이리그 수준이 영국 4부급 맞음?
20240207,축구 = 하남자스포츠 맞긴하네
20240207,해설이 초칠때부터 알아봄
20240207,누워~~~~~~~~
20240207,솔직히 다들 운빨이였다는거 알고있었잖아
20240207,해외축구 싸움방이다 들어와라
20240207,경합을 안하니 상대가 세컨볼을 그냥 따가지 씹 ㅋㅋㅋ
20240207,애미쳐뒤진새끼들 그냥 축구화로 부랄 찢어버려라 ㅇㅇ
20240207,헤딩 경합 진짜 뒤져도안하네ㅋㅋ
20240207,느그흥은 공중볼 다툼 안해??
20240207,손흥민은 왜 공중볼 경합을 안하냐
20240207,◾+이 분은 도대체 뭐하고 계심?
20240207,침대 온ㅋㅋ
20240207,개축리그 새끼들은 저런 수비를 못 뚫어서 좆병신 축구하는거임???
20240207,보이는게 이강인밖에 없네ㅋㅋㅋ
20240207,솔직히 공격수가 경합안하는거 ㅈㄴ 이기적아니냐 ㅅㅂ
20240207,양현준같이 휘저어서 공간만들어줄 윙어가 우리도 필요하다고!
20240207,눕네 시발련들 진짜 ㅋㅋㅋㅋㅋㅋㅋ
20240207,오늘 침대 심하노 씨발련들 ㅋㅋㅋㅋㅋㅋ
20240207,방금 퍽 한거같은디 ㅋㅋㅋ
20240207,벤투는 조현우 왜안쓴거냐 대체????
20240207,폭탄돌리냐
20240207,아니 씨발년들 시간 존나 끄네 
20240207,이젠.이러고있어도 왜케 안질꺼같냐 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
20240207,조현우 없었으면 3대0 ㅋㅋㅋㅋㅋ
20240207,좀 수비 달고 뛸수있는 드리블러 없냐
20240207,그래서 저새끼들 연봉이2억이란거지????
20240207,손흥민 알타 뭐시기보다 훨씬 못해
20240207,클버지 오늘 여유가 없네 ㅋㅋㅋㅋㅋㅋ
20240207,이새끼들은 왜 항샅1골먹히여야 열심히하야
20240207,요르단 상대로 타지키스탄이 공격적으로 훨씬 잘함 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
20240207,흥민아 씨발 점프하는 시늉이라도 좀 헤라
20240207,눕는꼬라지 진짜 필드에 살림차렸노
20240207,독일전이냐?
20240207,걍 키퍼가 공만 막으면 죄다 슈퍼세이브래
20240207,손흥민은 몸싸움 원래안함?
20240207,30분동안 누울예정 ㅋㅋ
20240207,칸진리 내리고 후방 빌드업 시켜라
20240207,앰창단들아 수비수는 버스라며ㅋㅋㅋㅋ
20240207,애들이 다 멍청한거 같음
20240207,꼬우면 골먹히지말던가 ㅋㅋㅋㅋㅋㅋㅋ
20240207,졌노 ㅋㅋ
20240207,한국 유효슛 몇개임??
20240207,정몽규 꺼져야함
20240207,한골 먹혔는데 전혀 불안하지가 않노
20240207,앰창민 이상황에서 경합 피하는거 실화냐?ㅋㅋ
20240207,걍 30분내내 침대축구당하다가 지자 ㅅ기들앜ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
20240207,창민이햄은 ㄹㅇ 헤딩 경합 자체를 안해
20240207,흥만이는 경합할 생각조차없노 ㅋㅋ
20240207,창민아 헤딩경합 좀 해라 ㅋㅋ
20240207,■5글자로 요약해줌
20240207,클린스만 무전술 뻥축구 옹호하던 새끼들 어디감?
20240207,유니폼이라도 잡던가 병신년아
20240207,ㅅㅂ 퇴갤한다
20240207,클린스만 전술 있나
20240207,시발새끼들아 ㅋㅋ
20240207,박용우 황인범 <<<역대급 똥ㅋㅋㅋㅋ
20240207,자 이제 시작이야~
20240207,근데 박용우는 대회 처음부터 존나 못했는데
20240207,박용우 시발 저새끼 연봉 얼마냐??
20240207,하 박용우 씨팔 진짜
20240207,박용우엄메두진년
20240207,클린스만의 축구는 이제 시작이다 ㅋㅋㅋㅋㅋㅋ
20240207,박용우 자살골에 이어 실점빌미 제공
20240207,백패스fc ㅋㅋㅋㅋㅋㅋㅋㅋ
20240207,수비진들 다 갈아치우고 싶네
20240207,토토 역배 5배 터지네 ㅋㅋㅋ
20240207,범인
20240207,대용우 ㅋㅋㅋㅋㅋㅋ존나 잘한다 ㅋㅋ
20240207,4백라인 개쓰레기네
20240207,좆승현 존나 느리네
20240207,■■■ 용우야 넌 축구하지마라 ■■■ 용우야 넌 축구하지마라
20240207,진심 박용우 이 새끼는 뒤졌으면 좋겠음
20240207,요르단 침대축구시작 하자
20240207,민재야 그립구나
20240207,진짜 존나 못하네
20240207,부럽다 저정도만해도
20240207,자 이제 침대축구 나옵니다 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
20240207,박용우 시벌련새키 때문에 좃망 ㅅㄱ
20240207,또용우~~~~
20240207,좆린스만 교체 안쓰고 뭐했냐
20240207,김민재 그립다...
20240207,백패스를 그니까 개장애인년아 작작좀 쳐하라니까
20240207,박용우는 도대체 저게 몇번째냐 진짜씨발
20240207,미친새낀가 저거
20240207,내가 볼돌하다 턴오버라했제 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
20240207,아 씨발 승규였음 막았는데
20240207,클린스만시발아 박용우 빼라고
20240207,박용우 이새끼
20240207,사실 지금 4대0이라도 안 이상함 ㅋㅋㅋㅋ
20240207,북산엔딩각 보이죠 ㅋㅋㅋㅋㅋㅋㅋㅋㄱ
20240207,존나 무능해보이네ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
20240207,공격수가 개사기네
20240207,박용우 골때녀 수준보다 못하노 ㅋㅋㅋㅋ
20240207,박용우 저 개새끼
20240207,지랄 하지마 진짜 개씨발아
20240207,박용우 존나 고집스럽게 쓰더니 병신 클린스만 나가 뒤져라
20240207,그립다 짜이야 씨발
20240207,1시간 동안 개처럼 뛰다가 저렇게 먹히면
20240207,역시 박용우 ㅅㅅㅅㅅㅅㅅㅅ
20240207,수비수들 다 빠따맞아야됨 ㄹㅇ
20240207,황인범 빼라고 시발
20240207,김민재 한명 없다고
20240207,와 저새끼들 카타르 이란이랑 만났으면 바로광탈인데
20240207,박용우  집에 무슨일있냐
20240207,정의가 살아있다면 요르단이 승리해야 한다
20240207,슝슝재 있었으면 하나는 먹혔을듯 ㄹㅇ ㅋㅋㅋ
20240207,슈팅 12:4 유효슈팅 0 ㅋㅋㅋㅋ
20240207,찬밥이가 백패스해서 시간 존나 잡아먹음
20240207,황인범 꺼꾸로 읽으면...
20240207,우리 22번누구임?
20240207,박용우 황인범 김영권 공통점
20240207,황인범 박용우 는 이번 대회를 끝으로
20240207,뭣
20240207,이시각 존나 사무치게 그리운선수
20240207,한국 vs 요르단 전반 경기력 데이비드베컴의평가
20240207,설영우 애는 점점 잘해지냐 ㅋㅋㅋㅋㅋㅋㅋㅋ
20240207,와 슈팅 12 vs 4 ㅋㅋㅋㅋㅋ 개쳐발렸네 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
20240207,살인범 저거 언제 국대에서 치우냐
20240207,이새끼 ㅈㄴ 불쌍하면 개추ㅋㅋㅋ
20240207,본선 3경기 통뜰어서 전반 제일 못한거같다
20240207,기성용 은퇴했냐?
20240207,요르단 11번 옛날 네이마르삘 안나냐?
20240207,황인범 버기탄쏘고 황희찬 입막는거 개웃기네 ㅋㅋㅋㅋ
20240207,그냥 씨발 이새끼 존나 그리우면 개추
20240207,손흥민 마이애미 가나?
20240207,박용우 황인범 밥 왜먹냐??
20240207,5번 존나 답답하네
20240207,근데 살인범 저 시발새키는 왜저렇게 올라가는거야
20240207,조현우가 최소한 두골 막았다.
20240207,미드가 ㄹㅇ 엠창이긴해
20240207,양현준 <- 이새낀 도대체 왜 벤치냐
20240207,황인범 나로호 발사장면......gif
20240207,이 분 사무치게 그리우면
20240207,한국이 하얀색이지??
20240207,박용우 원래 이렇게까지 못했냐?
20240207,조현우는 공을 안보고도 막네
20240207,축알못)조현우는 저 실력에 왜 k리그냐?
20240207,직선적인 변칙 윙어 양현준
20240207,인범이 많이 고민했을걸
20240207,이새끼들은 미얀마 베트남 중국 이런새끼들 잡는거밖에 못함
20240207,조규성은 2부리그는 되는듯 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
20240207,마지막 황인범한테 온 공
20240207,황인범 설마 해외리그 선수는 아니지?
20240207,오늘 져도 할 말 없는 이유....
20240207,조현우가 다해준다 진짜 ㅇㅇ
20240207,후반에 황인범이랑 박용우 새끼 안 빼면
20240207,설영우 체력 좆되네 2연장 하고도 잘함 웨햄 갈만함
20240207,박용우 이새끼 토토했냐?ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
20240207,박용우 김영권 황인범 ㅡㅡ
20240207,조현우 막은게 아니라 맞았는데?
20240207,"슝슝재<--노이어,조현우빨"
20240207,케이리그 수준
20240207,요르단한테도 털리는 좆한민국ㅋㅋㅋ
20240207,박용우 구경하네
20240207,얼굴 빨개졌노 ㅋㅋ
20240207,조현우 경기할수록 폼 미친듯 
20240207,개웃기네 ㅋㅋㅋㅋ
20240207,내가 11번이 더 무섭다고 했쟎아 ㅋ
20240207,후반전에 박용우 안빼면 ㄹㅇ ㅋㅋㅋㅋ
20240207,조현우는 그냥 서있는데 ㅋㅋ
20240207,아니 뭐하냐고
20240207,왤케 소유권내줄때마다 위협적이냐
20240207,수비수 왜 있노? 키퍼가 다 막네
20240207,너무 속수무책이네 조현우 힘빠지는 후반에 망했다
20240207,얼굴로도 뒷꿈치로도 막네
20240207,이거 시발 김민재 하나 빠졌다고 저모양됨?
20240207,박용우 걍 빼라
20240207,씨발용우야 니가못하겠다해라 시발아
20240207,울산은 대현우가  k리그우승 시켜줬네 ㅋㅋ
20240207,조현우 두번째 킥은 운빨 발에 맞았지만
20240207,수비 실화냐 ㅋㅋㅋㅋ 메시화
20240207,김민재 내려치는새끼 이제 뒤진다
20240207,요르단 메좆 만들어주는 조센 wwwwwwwwww
20240207,박용우 호러쇼 ㅅㅂ ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
20240207,조현우 안와골절 왔다 
20240207,수비 씨바.. 국대 어떻게 됐노!!!
20240207,김영권 박용우 황인범 << 얘네 빼라 진심 
20240207,박용우 얘는 있는게 마이너스같은데 ㅋㅋㅋ
20240207,이딴게 준결승전이라고?
20240207,역대급 조직력이다 클린스만 ㅋㅋ
20240207,"아 너무못해....교체좀,해줘 진짜 누구 수비엄ㅅ어??"
20240207,김민재 없으니까 수비  씹호러인데?
20240207,대민재는 어떤 싸움을 해온거냐
20240207,조현우 없었으면 ㄹㅇ 개좆됐너 
20240207,아랍이이마트 잘하네ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 
20240207,박용우 진짜
20240207,진짜 쪽팔려서 못보겠다
20240207,ㅅㅂ맨날 쳐발리고 있노 볼떄마다 ㅋㅋ
20240207,말레이시아가 올라와도 이거보단 잘한다
20240207,수비 시발 한명한테 2~3명 기본으로 찢기네 ㅋㅋㅋ
20240207,요르단 11번 뭐냐?
20240207,조현우 얼굴 부어오른다 ㄷㄷㄷㄷㄷㄷㄷㄷㄷㄷㄷㄷ
20240207,짜이 불러와라 씨발 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
20240207,10번 누구냐 ㅈㄴ심각한데
20240207,대현우 거의 자석이네 ㄷㄷ
20240207,얼굴로막았노 씹꺼 ㅋㅋㅋ
20240207,눈깔선방 ㅅㅂ
20240207,벌게졌노
20240207,정신차려 병신들아 조현우만 축구하냐
20240207,중간 브로커가 입금액 들고 튀었노 ㅋㅋㅋㅋㅋ
20240207,이새끼 ㄹㅇ 존나 그리우면 개추 .jpg
20240207,일일한도초과 
